Tags,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1984
Narration,Thrilling,2,2,3,4,Thrilling,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Procedural_Generation,Atypical,4,4,4,5,Typical,1,1,1,3,isometric,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Kickstarter,Typical,3,3,2,4,Thrilling,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dinosaurs,Atypical,4,4,4,4,Antiheroic,5,4,5,4,Action,4,3,3,5,FPS,4,2,4,3,Typical,3,0,0,0,0,0
Cold_War,Typical,3,3,2,1,Typical,4,2,3,4,Simulation,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Psychological,Thrilling,2,2,3,4,Thrilling,2,4,5,5,mixed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
God_Game,Tactical,1,1,1,1,Typical,4,2,3,5,Simulation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Games_Workshop,Typical,3,3,2,1,Typical,4,2,3,1,Maniac,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mod,Tactical,1,1,3,3,Antiheroic,5,4,5,4,Action,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Family_Friendly,Atypical,4,4,4,4,Antiheroic,3,3,4,5,Maniac,4,4,4,5,Thrilling,2,4,1,3,Thrilling,4,4,1,2,Game,0
Destruction,Atypical,4,4,4,3,Typical,4,2,3,4,isometric,2,1,5,3,FPS,4,2,0,0,0,0,0,0,0,0,0
World_War_I,Typical,3,3,2,1,Typical,4,2,5,4,Simulation,1,2,2,1,Simulation,0,0,0,0,0,0,0,0,0,0,0
3D_Platformer,Atypical,4,4,4,4,Antiheroic,5,1,4,5,Thrilling,3,5,4,3,TPS,4,4,1,1,0,0,0,0,0,0,0
Programming,Tactical,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hacking,Thrilling,2,2,3,3,Antiheroic,5,4,5,4,Action,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Puzzle-Platformer,Atypical,4,4,4,4,Thrilling,3,3,2,5,mixed,3,5,1,2,RPG,2,4,1,1,Simulation,3,4,3,2,Puzzle,2
Arena_Shooter,Atypical,4,4,4,5,Atypical,5,3,2,6,mixed,5,3,3,5,FPS,4,2,4,3,0,0,0,0,0,0,0
RPGMaker,Thrilling,2,2,3,2,Tactical,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mature,Thrilling,2,2,3,4,Thrilling,5,4,5,2,Thrilling,4,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0
Detective,Thrilling,2,2,3,4,Thrilling,5,4,5,2,Thrilling,4,4,4,4,Thrilling,2,4,1,1,Thrilling,1,3,2,3,0,0
Modern,Typical,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Remake,Typical,3,2,2,2,Thrilling,2,4,5,2,Thrilling,4,4,4,4,Thrilling,2,4,1,1,Thrilling,4,3,3,2,Narrative,0
Team-Based,Atypical,4,4,4,1,Typical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mystery,Thrilling,2,2,3,4,Thrilling,5,4,5,2,Thrilling,4,4,4,4,Thrilling,2,4,1,1,Thrilling,1,3,2,3,Horror,0
Robots,Atypical,4,4,4,5,Atypical,4,3,3,1,Maniac,1,3,3,5,TPS,4,1,3,2,Typical,3,0,0,0,0,0
Science,Tactical,1,1,1,1,Explorative,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isometric,Typical,3,3,2,2,Typical,2,1,1,3,isometric,2,1,5,3,RPG,3,3,2,2,Typical,0,0,0,0,0,0
Walking_Simulator,Thrilling,2,2,3,4,Thrilling,2,4,5,2,mixed,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dark_Humor,Thrilling,2,2,3,4,Thrilling,5,4,5,2,Thrilling,4,4,4,4,Thrilling,2,4,4,3,Thrilling,4,2,0,0,0,0
Drama,Thrilling,2,2,3,4,Tactical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Noir,Thrilling,2,2,3,4,Thrilling,5,4,5,2,Thrilling,4,4,4,4,Thrilling,2,4,1,1,Thrilling,1,3,2,3,0,0
Crime,Thrilling,2,2,3,4,Thrilling,5,4,5,2,Thrilling,4,4,4,5,FPS,4,2,4,3,0,0,0,0,0,0,0
Choices_Matter,Thrilling,2,2,3,4,Thrilling,2,4,5,2,Thrilling,4,4,2,1,Thrilling,2,4,1,1,Thrilling,1,3,0,0,0,0
Nudity,Thrilling,2,2,3,2,Thrilling,1,1,1,3,mixed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PvE,Typical,3,3,2,2,Tactical,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hand-drawn,Thrilling,2,2,3,4,Thrilling,5,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Naval,Tactical,1,1,2,1,Explorative,2,2,3,1,Simulation,1,2,2,1,Simulation,1,1,3,2,Simulation,3,0,0,0,0,0
Multiple_Endings,Thrilling,2,2,3,4,Tactical,1,4,5,2,Thrilling,4,4,4,4,Thrilling,2,4,1,1,Thrilling,1,3,0,0,0,0
Golf,Tactical,1,1,1,1,Atypical,3,3,3,6,mixed,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Real-Time_with_Pause,Typical,3,3,2,1,Typical,4,2,3,1,isometric,1,1,5,1,RPG,3,1,0,0,0,0,0,0,0,0,0
Female_Protagonist,Thrilling,2,2,3,4,Tactical,1,4,1,5,mixed,3,4,3,4,RPG,3,3,2,2,Typical,0,0,0,0,0,0
Football,Atypical,4,4,1,1,Thrilling,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Base-Building,Typical,3,3,2,1,Typical,4,2,3,1,Maniac,1,2,2,1,Simulation,1,1,0,0,0,0,0,0,0,0,0
Local_Multiplayer,Atypical,4,4,4,5,Atypical,3,3,2,5,mixed,5,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Lovecraftian,Thrilling,2,2,3,4,Thrilling,5,4,5,2,Thrilling,4,4,4,4,Thrilling,2,4,1,1,Thrilling,4,3,2,2,Horror,0
Controller,Atypical,4,4,4,5,Atypical,3,3,4,5,Maniac,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980s,Atypical,4,4,3,2,Thrilling,5,4,5,2,Thrilling,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cult_Classic,Thrilling,2,2,3,4,Explorative,5,4,5,2,Thrilling,4,4,4,1,Thrilling,2,4,1,1,Thrilling,1,2,2,3,0,0
Soundtrack,Atypical,4,4,4,5,Atypical,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Software,Tactical,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Level_Editor,Atypical,4,4,4,5,Atypical,3,3,2,6,mixed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Runner,Atypical,4,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Resource_Management,Tactical,1,3,1,1,Typical,4,2,3,1,Simulation,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Underwater,Thrilling,2,2,1,4,Tactical,3,4,2,5,mixed,3,3,3,5,TPS,4,1,0,0,0,0,0,0,0,0,0
Trading_Card_Game,Typical,3,3,2,1,Typical,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Demons,Thrilling,2,2,3,1,Thrilling,5,4,5,4,Action,4,3,3,5,FPS,4,2,4,3,Typical,2,1,1,0,0,0
Dating_Sim,Thrilling,2,2,3,2,Tactical,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hunting,Tactical,1,1,1,1,Tactical,4,2,3,4,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Memes,Thrilling,2,2,3,5,Thrilling,3,4,5,5,Thrilling,4,4,4,4,Thrilling,2,4,1,1,Thrilling,4,4,0,0,0,0
Time_Travel,Thrilling,2,2,3,3,Typical,3,4,5,5,mixed,3,5,1,2,RPG,1,1,2,0,0,0,0,0,0,0,0
Party-Based_RPG,Typical,3,3,2,2,Tactical,1,1,1,3,isometric,3,1,5,2,RPG,3,3,0,0,0,0,0,0,0,0,0
Split_Screen,Atypical,4,4,4,5,Atypical,5,3,2,4,Maniac,5,3,3,5,FPS,4,2,0,0,0,0,0,0,0,0,0
Interactive_Fiction,Thrilling,2,2,3,4,Tactical,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Villain_Protagonist,Thrilling,2,2,3,2,Antiheroic,1,1,1,5,Thrilling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Management,Tactical,1,1,1,1,Explorative,2,2,3,1,Simulation,1,2,2,1,Simulation,1,1,3,2,Simulation,3,1,1,0,0,0
America,Tactical,1,1,2,1,Typical,4,2,3,4,Action,1,2,2,5,FPS,0,0,0,0,0,0,0,0,0,0,0
Tanks,Typical,3,3,2,1,Typical,4,2,3,4,Action,1,2,2,5,Simulation,0,0,0,0,0,0,0,0,0,0,0
Experimental,Thrilling,2,2,3,4,Thrilling,3,4,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Game_Development,Tactical,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Turn-Based_Tactics,Typical,3,3,2,1,Typical,4,2,3,4,isometric,2,1,5,3,RPG,3,3,0,0,0,0,0,0,0,0,0
Flight,Atypical,4,4,4,1,Atypical,3,2,3,1,Simulation,1,2,2,1,Simulation,1,1,3,2,Typical,3,1,1,1,0,0
Silent_Protagonist,Tactical,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mythology,Tactical,1,1,2,2,Tactical,1,1,1,5,Thrilling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Space_Sim,Tactical,1,1,1,1,Explorative,4,2,3,1,Simulation,1,2,2,1,Simulation,1,1,3,2,Typical,2,1,1,1,0,0
Strategy_RPG,Typical,3,3,2,1,Typical,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FMV,Thrilling,2,2,3,4,Thrilling,5,4,5,2,Thrilling,4,4,4,4,Thrilling,2,4,1,1,Thrilling,1,3,2,3,Narrative,1
Tactical_RPG,Typical,3,3,2,2,Typical,4,2,3,4,isometric,2,1,5,3,RPG,3,3,0,0,0,0,0,0,0,0,0
VR,Atypical,4,4,1,3,Thrilling,3,3,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Word_Game,Tactical,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Touch-Friendly,Tactical,1,1,1,4,Thrilling,3,1,2,5,mixed,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clicker,Tactical,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action,Tactical,1,1,1,3,Antiheroic,3,3,2,4,Action,5,3,1,3,TPS,4,1,3,2,Typical,3,1,1,1,Game,1
Adventure,Tactical,1,1,1,2,Tactical,1,1,1,5,Thrilling,3,4,4,4,Thrilling,2,4,1,1,Thrilling,4,3,2,2,Horror,1
Design_&_Illustration,Tactical,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Software_Training,Tactical,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Driving,Atypical,4,4,1,1,Atypical,3,3,2,6,mixed,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GameMaker,Atypical,4,4,4,5,Tactical,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Typing,Thrilling,2,2,1,2,Explorative,3,3,2,6,mixed,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psychedelic,Atypical,4,4,4,5,Atypical,3,3,2,6,mixed,5,3,5,3,TPS,1,1,3,2,Atypical,0,0,0,0,0,0
Hidden_Object,Thrilling,2,2,3,4,Thrilling,3,4,5,5,mixed,5,4,4,4,Thrilling,2,4,1,1,Thrilling,4,4,3,2,Puzzle,0
Comic_Book,Atypical,4,2,4,5,Antiheroic,2,3,4,5,Maniac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Character_Action_Game,Atypical,4,4,4,5,Tactical,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thriller,Thrilling,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Class-Based,Atypical,4,4,4,3,Antiheroic,5,4,2,4,Action,4,3,4,5,FPS,4,2,4,3,Typical,2,1,1,0,0,0
Assassin,Thrilling,2,1,3,3,Antiheroic,5,4,5,4,Action,4,4,1,5,FPS,4,0,0,0,0,0,0,0,0,0,0
Quick-Time_Events,Thrilling,2,2,3,4,Tactical,5,4,1,5,Thrilling,5,4,4,4,Thrilling,2,4,1,1,Thrilling,4,4,2,2,Puzzle,1
2D_Fighter,Atypical,4,4,4,5,Atypical,3,3,2,5,mixed,5,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0
Score_Attack,Atypical,4,4,4,5,Atypical,3,3,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blood,Thrilling,2,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bullet_Time,Atypical,4,4,4,3,Antiheroic,5,4,5,4,Action,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990's,Thrilling,2,2,3,4,Thrilling,5,4,5,2,Thrilling,4,4,4,4,Thrilling,2,4,4,1,Thrilling,2,2,2,3,Game,0
Illuminati,Thrilling,2,2,3,3,Antiheroic,5,4,5,2,Action,5,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0
TrackIR,Tactical,1,1,1,1,Explorative,4,2,3,4,Simulation,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Music-Based_Procedural_Generation,Atypical,4,4,4,5,Atypical,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Documentary,Thrilling,2,2,1,3,Antiheroic,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Based_On_A_Novel,Thrilling,2,2,3,4,Thrilling,5,4,5,2,Thrilling,4,4,4,4,Thrilling,2,4,2,1,Thrilling,4,3,0,0,0,0
Conspiracy,Thrilling,2,2,3,4,Thrilling,5,4,5,2,Thrilling,4,4,4,4,Thrilling,2,4,1,1,Thrilling,4,0,0,0,0,0
Indie,Tactical,1,1,1,1,Atypical,3,3,2,6,mixed,5,1,5,3,Simulation,1,1,3,2,Atypical,3,4,3,2,Puzzle,2
Animation_&_Modeling,Thrilling,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Soccer,Atypical,4,4,1,1,Thrilling,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heist,Tactical,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sokoban,Tactical,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Star_Wars,Tactical,1,1,1,1,Antiheroic,4,2,3,1,Simulation,1,2,3,1,Simulation,1,1,3,2,Typical,2,1,1,1,Game,0
Lore-Rich,Typical,3,3,2,2,Typical,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transhumanism,Thrilling,2,2,3,3,Antiheroic,5,4,5,2,Action,5,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0
Chess,Typical,3,3,2,1,Typical,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6DOF,Atypical,4,4,1,3,Antiheroic,5,4,5,5,Action,5,3,3,5,TPS,4,1,4,3,Typical,2,1,2,0,0,0
Capitalism,Tactical,1,1,1,1,Explorative,4,2,3,1,Simulation,1,2,2,1,Simulation,1,1,3,2,Simulation,3,1,1,0,0,0
Political,Tactical,1,2,1,1,Typical,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time_Attack,Atypical,4,4,4,5,Atypical,3,3,2,6,mixed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mining,Tactical,1,1,1,1,Atypical,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Horses,Tactical,1,1,1,1,Explorative,3,2,3,1,Simulation,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Inventory_Management,Tactical,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diplomacy,Tactical,1,1,2,1,Typical,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time_Manipulation,Atypical,4,4,3,3,Antiheroic,3,4,5,5,mixed,3,5,1,2,RPG,0,0,0,0,0,0,0,0,0,0,0
Mars,Tactical,1,1,1,1,Explorative,3,2,3,4,isometric,5,3,3,5,FPS,4,2,0,0,0,0,0,0,0,0,0
Rome,Typical,3,3,2,1,Typical,4,2,3,1,Simulation,1,2,2,1,Simulation,1,1,3,2,0,0,0,0,0,0,0
Grid-Based_Movement,Typical,3,3,2,2,Typical,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dynamic_Narration,Typical,3,3,2,1,Typical,4,2,3,4,Action,1,2,2,5,Simulation,0,0,0,0,0,0,0,0,0,0,0
Sexual_Content,Thrilling,2,2,3,2,Thrilling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Warhammer_40K,Typical,3,3,2,1,Typical,4,2,3,1,Maniac,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sailing,Tactical,1,1,1,1,Explorative,2,2,3,1,Simulation,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Gambling,Tactical,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Werewolves,Thrilling,2,2,3,3,Thrilling,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lemmings,Tactical,1,1,4,4,Thrilling,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asynchronous_Multiplayer,Typical,3,3,2,1,Typical,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pool,Tactical,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agriculture,Tactical,1,1,1,1,Explorative,3,2,3,6,mixed,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otome,Thrilling,2,2,3,2,Tactical,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mystery_Dungeon,Thrilling,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Video_Production,Tactical,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cinematic,Thrilling,2,2,3,5,Atypical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Philisophical,Thrilling,2,2,1,5,Tactical,3,3,2,5,mixed,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gun_Customization,Atypical,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pinball,Tactical,1,1,1,2,Atypical,3,3,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martial_Arts,Atypical,4,4,4,5,Tactical,1,1,1,5,mixed,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Fishing,Tactical,1,1,1,2,Tactical,1,1,1,3,mixed,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Underground,Tactical,1,1,1,2,Antiheroic,1,4,1,2,Thrilling,4,4,4,4,RPG,3,0,0,0,0,0,0,0,0,0,0
Spelling,Tactical,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spectacle_fighter,Atypical,4,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Basketball,Atypical,4,1,1,1,Explorative,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dark_Comedy,Thrilling,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
On-Rails_Shooter,Atypical,4,4,3,4,Antiheroic,3,4,2,4,Action,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nonlinear,Thrilling,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bowling,Tactical,1,1,1,1,Atypical,3,3,2,6,mixed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mini_Golf,Tactical,1,1,1,1,Atypical,3,3,3,6,mixed,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Offroad,Atypical,4,4,1,1,Atypical,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Batman,Atypical,4,4,4,5,Antiheroic,2,3,4,5,Maniac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lara_Croft,Atypical,4,4,4,4,Antiheroic,5,4,4,5,Action,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sniper,Tactical,1,1,2,3,Antiheroic,5,4,4,4,Action,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0
